batch,Appnumber,Type,MonthlyRent,Size,RacialGroup,Sex,contact,Minneapolis,Law,Positive,StayAtHome
114,2,2,1065,One bedroom units,White American,Female,Negative contact,St. Paul and suburbs,0,0,0
114,3,2,1065,One bedroom units,Somali American,Male,Negative contact,St. Paul and suburbs,0,0,0
115,1,2,850,One bedroom units,White American,Male,Positive contact,St. Paul and suburbs,0,1,0
115,2,2,850,One bedroom units,White American,Female,Positive contact,St. Paul and suburbs,0,1,0
115,3,2,850,One bedroom units,White American,Male,Positive contact,St. Paul and suburbs,0,1,0
116,1,2,900,One bedroom units,Somali American,Female,Positive contact,St. Paul and suburbs,0,1,0
116,2,2,900,One bedroom units,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
116,3,2,900,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,0,1,0
117,1,4,750,One bedroom units,Somali American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
117,2,4,750,One bedroom units,White American,Male,Ambiguous contact,St. Paul and suburbs,0,0,0
117,3,4,750,One bedroom units,African American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
118,1,2,825,One bedroom units,Somali American,Female,Positive contact,St. Paul and suburbs,0,1,0
118,2,2,825,One bedroom units,African American,Male,Ghosted,St. Paul and suburbs,0,0,0
118,3,2,825,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,0,1,0
119,1,4,675,One bedroom units,White American,Female,Ghosted,St. Paul and suburbs,0,0,0
119,2,4,675,One bedroom units,Somali American,Male,Ghosted,St. Paul and suburbs,0,0,0
119,3,4,675,One bedroom units,Somali American,Male,Ghosted,St. Paul and suburbs,0,0,0
120,1,2,899,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,0,0,0
120,2,2,899,One bedroom units,White American,Male,Ambiguous contact,Minneapolis,0,0,0
120,3,2,899,One bedroom units,Somali American,Female,Ambiguous contact,Minneapolis,0,0,0
121,1,3,1175,One bedroom units,Somali American,Female,Ambiguous contact,Minneapolis,0,0,0
121,2,3,1175,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,0,0,0
121,3,3,1175,One bedroom units,White American,Male,Ambiguous contact,Minneapolis,0,0,0
122,1,2,735,One bedroom units,African American,Male,Positive contact,Minneapolis,0,1,0
122,2,2,735,One bedroom units,Somali American,Female,Ghosted,Minneapolis,0,0,0
122,3,2,735,One bedroom units,White American,Male,Ghosted,Minneapolis,0,0,0
123,1,2,1544,One bedroom units,White American,Male,Ghosted,Minneapolis,0,0,0
123,2,2,1544,One bedroom units,Somali American,Female,Ghosted,Minneapolis,0,0,0
123,3,2,1544,One bedroom units,White American,Female,Positive contact,Minneapolis,0,1,0
124,1,2,1595,One bedroom units,White American,Male,Positive contact,Minneapolis,0,1,0
124,2,2,1595,One bedroom units,White American,Male,Positive contact,Minneapolis,0,1,0
124,3,2,1595,One bedroom units,Somali American,Male,Positive contact,Minneapolis,0,1,0
125,1,2,895,One bedroom units,White American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
125,2,2,895,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,0,1,0
125,3,2,895,One bedroom units,African American,Male,Ambiguous contact,St. Paul and suburbs,0,0,0
126,1,2,925,One bedroom units,White American,Male,Positive contact,Minneapolis,0,1,0
126,2,2,925,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
126,3,2,925,One bedroom units,African American,Male,Positive contact,Minneapolis,0,1,0
127,1,2,935,One bedroom units,African American,Female,Ambiguous contact,Minneapolis,0,0,0
127,2,2,935,One bedroom units,White American,Female,Ambiguous contact,Minneapolis,0,0,0
127,3,2,935,One bedroom units,African American,Female,Ghosted,Minneapolis,0,0,0
128,1,2,1235,One bedroom units,White American,Female,Ambiguous contact,Minneapolis,0,0,0
128,2,2,1235,One bedroom units,African American,Male,Ambiguous contact,Minneapolis,0,0,0
128,3,2,1235,One bedroom units,White American,Female,Ambiguous contact,Minneapolis,0,0,0
130,1,2,1269,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
130,2,2,1269,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
130,3,2,1269,One bedroom units,African American,Male,Positive contact,Minneapolis,0,1,0
131,1,2,945,One bedroom units,Somali American,Male,Positive contact,Minneapolis,0,1,0
131,2,2,945,One bedroom units,African American,Female,Ghosted,Minneapolis,0,0,0
131,3,2,945,One bedroom units,White American,Female,Ghosted,Minneapolis,0,0,0
132,1,4,1260,One bedroom units,White American,Male,Positive contact,Minneapolis,0,1,0
132,2,4,1260,One bedroom units,Somali American,Female,Positive contact,Minneapolis,0,1,0
132,3,4,1260,One bedroom units,Somali American,Female,Positive contact,Minneapolis,0,1,0
133,1,2,1681,One bedroom units,Somali American,Male,Positive contact,Minneapolis,0,1,0
133,2,2,1681,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
133,3,2,1681,One bedroom units,Somali American,Male,Positive contact,Minneapolis,0,1,0
134,1,2,875,One bedroom units,White American,Male,Ghosted,St. Paul and suburbs,0,0,0
134,2,2,875,One bedroom units,African American,Female,Ghosted,St. Paul and suburbs,0,0,0
134,3,2,875,One bedroom units,White American,Female,Ghosted,St. Paul and suburbs,0,0,0
135,1,2,1075,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
135,2,2,1075,One bedroom units,White American,Female,Ghosted,Minneapolis,0,0,0
135,3,2,1075,One bedroom units,Somali American,Female,Ghosted,Minneapolis,0,0,0
136,1,2,825,One bedroom units,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
136,2,2,825,One bedroom units,Somali American,Male,Positive contact,St. Paul and suburbs,0,1,0
136,3,2,825,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,0,1,0
137,1,2,950,One bedroom units,Somali American,Female,Ambiguous contact,Minneapolis,0,0,0
137,2,2,950,One bedroom units,White American,Male,Ambiguous contact,Minneapolis,0,0,0
137,3,2,950,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,0,0,0
138,1,2,1081,One bedroom units,African American,Female,Ambiguous contact,Minneapolis,0,0,0
138,2,2,1081,One bedroom units,African American,Female,Ambiguous contact,Minneapolis,0,0,0
138,3,2,1081,One bedroom units,White American,Female,Ambiguous contact,Minneapolis,0,0,0
139,1,2,1615,One bedroom units,White American,Male,Ghosted,Minneapolis,0,0,0
139,2,2,1615,One bedroom units,Somali American,Female,Positive contact,Minneapolis,0,1,0
139,3,2,1615,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
140,1,3,1695,One bedroom units,White American,Female,Positive contact,Minneapolis,0,1,0
140,2,3,1695,One bedroom units,White American,Female,Positive contact,Minneapolis,0,1,0
140,3,3,1695,One bedroom units,African American,Female,Ghosted,Minneapolis,0,0,0
141,1,2,1480,One bedroom units,White American,Female,Positive contact,Minneapolis,0,1,0
141,2,2,1480,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
141,3,2,1480,One bedroom units,White American,Male,Positive contact,Minneapolis,0,1,0
142,1,4,875,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
142,2,4,875,One bedroom units,Somali American,Male,Positive contact,Minneapolis,0,1,0
142,3,4,875,One bedroom units,White American,Male,Positive contact,Minneapolis,0,1,0
143,1,2,2864,One bedroom units,White American,Female,Ghosted,Minneapolis,0,0,0
143,2,2,2864,One bedroom units,Somali American,Male,Positive contact,Minneapolis,0,1,0
143,3,2,2864,One bedroom units,African American,Male,Ambiguous contact,Minneapolis,0,0,0
144,1,2,895,One bedroom units,Somali American,Female,Positive contact,Minneapolis,0,1,0
144,2,2,895,One bedroom units,White American,Male,Ghosted,Minneapolis,0,0,0
144,3,2,895,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
145,1,2,2295,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
145,2,2,2295,One bedroom units,Somali American,Male,Positive contact,Minneapolis,0,1,0
145,3,2,2295,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
146,1,2,895,One bedroom units,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
146,2,2,895,One bedroom units,African American,Male,Ghosted,St. Paul and suburbs,0,0,0
146,3,2,895,One bedroom units,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
147,1,2,1460,One bedroom units,Somali American,Male,Positive contact,Minneapolis,0,1,0
147,2,2,1460,One bedroom units,African American,Male,Positive contact,Minneapolis,0,1,0
147,3,2,1460,One bedroom units,White American,Female,Positive contact,Minneapolis,0,1,0
148,1,2,1309,One bedroom units,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
148,2,2,1309,One bedroom units,Somali American,Male,Positive contact,St. Paul and suburbs,0,1,0
148,3,2,1309,One bedroom units,Somali American,Male,Positive contact,St. Paul and suburbs,0,1,0
149,1,2,1125,One bedroom units,Somali American,Female,Positive contact,Minneapolis,0,1,0
149,2,2,1125,One bedroom units,Somali American,Male,Positive contact,Minneapolis,0,1,0
149,3,2,1125,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
150,1,2,1350,One bedroom units,White American,Male,Ghosted,Minneapolis,0,0,0
150,2,2,1350,One bedroom units,White American,Female,Ghosted,Minneapolis,0,0,0
150,3,2,1350,One bedroom units,Somali American,Male,Ghosted,Minneapolis,0,0,0
151,1,2,965,One bedroom units,White American,Female,Positive contact,Minneapolis,0,1,0
151,2,2,965,One bedroom units,African American,Male,Positive contact,Minneapolis,0,1,0
151,3,2,965,One bedroom units,Somali American,Female,Positive contact,Minneapolis,0,1,0
152,1,2,1525,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
152,2,2,1525,One bedroom units,White American,Female,Positive contact,Minneapolis,0,1,0
152,3,2,1525,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
153,1,2,970,One bedroom units,White American,Female,Ambiguous contact,Minneapolis,0,0,0
153,2,2,970,One bedroom units,African American,Female,Ambiguous contact,Minneapolis,0,0,0
153,3,2,970,One bedroom units,White American,Male,Ambiguous contact,Minneapolis,0,0,0
154,1,2,925,One bedroom units,White American,Female,Positive contact,St. Paul and suburbs,0,1,0
154,2,2,925,One bedroom units,White American,Male,Positive contact,St. Paul and suburbs,0,1,0
154,3,2,925,One bedroom units,Somali American,Male,Positive contact,St. Paul and suburbs,0,1,0
155,1,3,1380,One bedroom units,White American,Male,Positive contact,Minneapolis,0,1,0
155,2,3,1380,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
155,3,3,1380,One bedroom units,Somali American,Male,Positive contact,Minneapolis,0,1,0
156,1,2,795,One bedroom units,African American,Male,Ambiguous contact,St. Paul and suburbs,0,0,0
156,2,2,795,One bedroom units,White American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
156,3,2,795,One bedroom units,African American,Male,Ambiguous contact,St. Paul and suburbs,0,0,0
157,1,2,1085,One bedroom units,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
157,2,2,1085,One bedroom units,White American,Male,Positive contact,St. Paul and suburbs,0,1,0
157,3,2,1085,One bedroom units,Somali American,Female,Positive contact,St. Paul and suburbs,0,1,0
158,1,2,845,One bedroom units,Somali American,Male,Ghosted,St. Paul and suburbs,0,0,0
158,2,2,845,One bedroom units,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
158,3,2,845,One bedroom units,African American,Female,Ghosted,St. Paul and suburbs,0,0,0
159,1,2,979,One bedroom units,Somali American,Female,Positive contact,St. Paul and suburbs,0,1,0
159,2,2,979,One bedroom units,Somali American,Female,Positive contact,St. Paul and suburbs,0,1,0
159,3,2,979,One bedroom units,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
160,1,2,925,One bedroom units,Somali American,Male,Positive contact,Minneapolis,0,1,0
160,2,2,925,One bedroom units,Somali American,Female,Positive contact,Minneapolis,0,1,0
160,3,2,925,One bedroom units,White American,Male,Positive contact,Minneapolis,0,1,0
161,1,4,1151,One bedroom units,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
161,2,4,1151,One bedroom units,African American,Male,Ghosted,St. Paul and suburbs,0,0,0
161,3,4,1151,One bedroom units,White American,Female,Ghosted,St. Paul and suburbs,0,0,0
162,1,2,1495,One bedroom units,African American,Male,Positive contact,Minneapolis,0,1,0
162,2,2,1495,One bedroom units,White American,Male,Positive contact,Minneapolis,0,1,0
162,3,2,1495,One bedroom units,Somali American,Female,Positive contact,Minneapolis,0,1,0
163,1,2,1295,One bedroom units,Somali American,Female,Ghosted,Minneapolis,0,0,0
163,2,2,1295,One bedroom units,Somali American,Female,Ghosted,Minneapolis,0,0,0
163,3,2,1295,One bedroom units,African American,Female,Ghosted,Minneapolis,0,0,0
164,1,2,1201,One bedroom units,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
164,2,2,1201,One bedroom units,African American,Female,Ghosted,St. Paul and suburbs,0,0,0
164,3,2,1201,One bedroom units,White American,Male,Ghosted,St. Paul and suburbs,0,0,0
165,1,2,1053,One bedroom units,White American,Male,Positive contact,Minneapolis,0,1,0
165,2,2,1053,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
165,3,2,1053,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
166,1,2,905,One bedroom units,African American,Male,Positive contact,Minneapolis,0,1,0
166,2,2,905,One bedroom units,African American,Female,Ghosted,Minneapolis,0,0,0
166,3,2,905,One bedroom units,White American,Male,Positive contact,Minneapolis,0,1,0
167,1,2,800,One bedroom units,White American,Female,Ghosted,Minneapolis,0,0,0
167,2,2,800,One bedroom units,African American,Male,Ghosted,Minneapolis,0,0,0
167,3,2,800,One bedroom units,White American,Male,Ghosted,Minneapolis,0,0,0
168,1,2,1200,One bedroom units,African American,Female,Ghosted,Minneapolis,0,0,0
168,2,2,1200,One bedroom units,White American,Female,Ghosted,Minneapolis,0,0,0
168,3,2,1200,One bedroom units,African American,Male,Ghosted,Minneapolis,0,0,0
169,1,4,680,One bedroom units,Somali American,Female,Ambiguous contact,Minneapolis,0,0,0
169,2,4,680,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,0,0,0
169,3,4,680,One bedroom units,White American,Male,Ambiguous contact,Minneapolis,0,0,0
170,1,3,1600,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,0,0,0
170,2,3,1600,One bedroom units,White American,Male,Ambiguous contact,Minneapolis,0,0,0
170,3,3,1600,One bedroom units,African American,Male,Ambiguous contact,Minneapolis,0,0,0
171,1,3,1495,One bedroom units,White American,Female,Ghosted,Minneapolis,0,0,0
171,2,3,1495,One bedroom units,African American,Male,Ghosted,Minneapolis,0,0,0
171,3,3,1495,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,0,0,0
172,1,2,890,One bedroom units,White American,Female,Positive contact,St. Paul and suburbs,0,1,0
172,2,2,890,One bedroom units,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
172,3,2,890,One bedroom units,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
173,1,2,1665,One bedroom units,African American,Female,Positive contact,Minneapolis,0,1,0
173,2,2,1665,One bedroom units,White American,Male,Positive contact,Minneapolis,0,1,0
173,3,2,1665,One bedroom units,White American,Male,Positive contact,Minneapolis,0,1,0
174,1,2,785,One bedroom units,White American,Female,Positive contact,Minneapolis,0,1,0
174,2,2,785,One bedroom units,Somali American,Female,Positive contact,Minneapolis,0,1,0
174,3,2,785,One bedroom units,White American,Male,Positive contact,Minneapolis,0,1,0
175,1,3,1400,One bedroom units,Somali American,Male,Ambiguous contact,St. Paul and suburbs,0,0,0
175,2,3,1400,One bedroom units,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
175,3,3,1400,One bedroom units,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
176,1,2,925,One bedroom units,Somali American,Female,Positive contact,St. Paul and suburbs,0,1,0
176,2,2,925,One bedroom units,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
